timestep,net_demand_normalized,net_demand_mw
870,0.7146898,13651.0
871,0.71349436,13628.167
872,0.7122989,13605.333
873,0.7111035,13582.5
874,0.70990807,13559.667
875,0.70871264,13536.833
876,0.7075172,13514.0
877,0.7050871,13467.583
878,0.702657,13421.167
879,0.7002269,13374.75
880,0.69779676,13328.333
881,0.6953666,13281.917
882,0.69293654,13235.5
883,0.6905064,13189.083
884,0.6880763,13142.667
885,0.6856462,13096.25
886,0.68321604,13049.833
887,0.68078595,13003.417
888,0.6783558,12957.0
889,0.674102,12875.75
890,0.66984826,12794.5
891,0.66559446,12713.25
892,0.66134065,12632.0
893,0.65708685,12550.75
894,0.65283304,12469.5
895,0.6485793,12388.25
896,0.6443255,12307.0
897,0.6400717,12225.75
898,0.6358179,12144.5
899,0.6315641,12063.25
900,0.6273103,11982.0
901,0.62272054,11894.333
902,0.6181308,11806.667
903,0.6135411,11719.0
904,0.6089514,11631.333
905,0.60436165,11543.667
906,0.5997719,11456.0
907,0.5951822,11368.333
908,0.59059244,11280.667
909,0.5860027,11193.0
910,0.581413,11105.333
911,0.57682323,11017.667
912,0.5722335,10930.0
913,0.56825894,10854.083
914,0.5642843,10778.167
915,0.56030977,10702.25
916,0.5563352,10626.333
917,0.55236065,10550.417
918,0.54838604,10474.5
919,0.5444115,10398.583
920,0.5404369,10322.667
921,0.53646237,10246.75
922,0.53248775,10170.833
923,0.5285132,10094.917
924,0.52453864,10019.0
925,0.52175075,9965.75
926,0.5189629,9912.5
927,0.51617503,9859.25
928,0.51338714,9806.0
929,0.51059926,9752.75
930,0.5078114,9699.5
931,0.50502354,9646.25
932,0.50223565,9593.0
933,0.4994478,9539.75
934,0.49665993,9486.5
935,0.49387205,9433.25
936,0.4910842,9380.0
937,0.489531,9350.333
938,0.48797783,9320.667
939,0.48642462,9291.0
940,0.48487145,9261.333
941,0.48331827,9231.667
942,0.4817651,9202.0
943,0.4802119,9172.333
944,0.47865874,9142.667
945,0.47710556,9113.0
946,0.47555238,9083.333
947,0.4739992,9053.667
948,0.47244602,9024.0
949,0.47160834,9008.0
950,0.4707707,8992.0
951,0.469933,8976.0
952,0.46909535,8960.0
953,0.46825767,8944.0
954,0.46741998,8928.0
955,0.46658233,8912.0
956,0.46574464,8896.0
957,0.464907,8880.0
958,0.4640693,8864.0
959,0.46323165,8848.0
960,0.46239397,8832.0
961,0.4621671,8827.667
962,0.46194023,8823.333
963,0.46171337,8819.0
964,0.4614865,8814.667
965,0.46125963,8810.333
966,0.46103275,8806.0
967,0.4608059,8801.667
968,0.460579,8797.333
969,0.46035215,8793.0
970,0.46012527,8788.667
971,0.4598984,8784.333
972,0.45967156,8780.0
973,0.46014708,8789.083
974,0.46062264,8798.167
975,0.4610982,8807.25
976,0.46157375,8816.333
977,0.4620493,8825.417
978,0.46252486,8834.5
979,0.46300042,8843.583
980,0.46347597,8852.667
981,0.46395153,8861.75
982,0.46442705,8870.833
983,0.4649026,8879.917
984,0.46537817,8889.0
985,0.46645144,8909.5
986,0.4675247,8930.0
987,0.46859798,8950.5
988,0.46967122,8971.0
989,0.4707445,8991.5
990,0.47181776,9012.0
991,0.47289103,9032.5
992,0.4739643,9053.0
993,0.47503754,9073.5
994,0.47611082,9094.0
995,0.4771841,9114.5
996,0.47825736,9135.0
997,0.4798498,9165.417
998,0.48144224,9195.833
999,0.4830347,9226.25
1000,0.48462713,9256.667
1001,0.48621958,9287.083
1002,0.48781204,9317.5
1003,0.48940447,9347.917
1004,0.49099693,9378.333
1005,0.49258935,9408.75
1006,0.4941818,9439.167
1007,0.49577427,9469.583
1008,0.4973667,9500.0
1009,0.5001066,9552.333
1010,0.5028465,9604.667
1011,0.5055863,9657.0
1012,0.50832623,9709.333
1013,0.5110661,9761.667
1014,0.513806,9814.0
1015,0.5165459,9866.333
1016,0.51928574,9918.667
1017,0.52202564,9971.0
1018,0.5247655,10023.333
1019,0.5275054,10075.667
1020,0.53024524,10128.0
1021,0.5326666,10174.25
1022,0.53508806,10220.5
1023,0.53750944,10266.75
1024,0.5399308,10313.0
1025,0.5423522,10359.25
1026,0.5447736,10405.5
1027,0.547195,10451.75
1028,0.5496164,10498.0
1029,0.5520378,10544.25
1030,0.55445915,10590.5
1031,0.55688053,10636.75
1032,0.559302,10683.0
1033,0.5621989,10738.333
1034,0.56509584,10793.667
1035,0.5679928,10849.0
1036,0.5708897,10904.333
1037,0.5737867,10959.667
1038,0.5766836,11015.0
1039,0.57958055,11070.333
1040,0.5824775,11125.667
1041,0.5853744,11181.0
1042,0.5882714,11236.333
1043,0.59116834,11291.667
1044,0.59406525,11347.0
1045,0.59700584,11403.167
1046,0.5999464,11459.333
1047,0.602887,11515.5
1048,0.60582757,11571.667
1049,0.6087681,11627.833
1050,0.6117087,11684.0
1051,0.61464924,11740.167
1052,0.61758983,11796.333
1053,0.6205304,11852.5
1054,0.62347096,11908.667
1055,0.62641156,11964.833
1056,0.6293521,12021.0
1057,0.63261557,12083.333
1058,0.635879,12145.667
1059,0.6391424,12208.0
1060,0.6424058,12270.333
1061,0.6456692,12332.667
1062,0.64893264,12395.0
1063,0.6521961,12457.333
1064,0.6554595,12519.667
1065,0.65872294,12582.0
1066,0.66198635,12644.333
