timestamp_utc,price_usd_mwh
2025-05-22 08:00:00+00:00,32.07855
2025-05-22 09:00:00+00:00,31.45273
2025-05-22 10:00:00+00:00,31.07088
2025-05-22 11:00:00+00:00,31.76099
2025-05-22 12:00:00+00:00,34.92332
2025-05-22 13:00:00+00:00,34.17728
2025-05-22 14:00:00+00:00,24.6728
2025-05-22 15:00:00+00:00,18.92473
2025-05-22 16:00:00+00:00,15.1692
2025-05-22 17:00:00+00:00,7.91328
2025-05-22 18:00:00+00:00,6.94738
2025-05-22 19:00:00+00:00,8.66767
2025-05-22 20:00:00+00:00,6.96758
2025-05-22 21:00:00+00:00,7.81971
2025-05-22 22:00:00+00:00,10.0
2025-05-22 23:00:00+00:00,15.71007
2025-05-23 00:00:00+00:00,25.64
2025-05-23 01:00:00+00:00,36.38437
2025-05-23 02:00:00+00:00,44.41543
2025-05-23 03:00:00+00:00,46.42983
2025-05-23 04:00:00+00:00,42.65939
2025-05-23 05:00:00+00:00,37.0159
2025-05-23 06:00:00+00:00,34.69774
2025-05-23 07:00:00+00:00,30.63393
2025-05-23 08:00:00+00:00,28.1229
2025-05-23 09:00:00+00:00,29.00987
2025-05-23 10:00:00+00:00,28.91694
2025-05-23 11:00:00+00:00,29.46714
2025-05-23 12:00:00+00:00,30.82091
2025-05-23 13:00:00+00:00,30.7562
2025-05-23 14:00:00+00:00,18.18522
2025-05-23 15:00:00+00:00,14.95741
2025-05-23 16:00:00+00:00,11.44771
2025-05-23 17:00:00+00:00,6.27387
2025-05-23 18:00:00+00:00,3.98533
2025-05-23 19:00:00+00:00,0.08382
2025-05-23 20:00:00+00:00,0.2774
2025-05-23 21:00:00+00:00,-0.09484
2025-05-23 22:00:00+00:00,4.27339
2025-05-23 23:00:00+00:00,9.22881
2025-05-24 00:00:00+00:00,15.719
2025-05-24 01:00:00+00:00,34.41638
2025-05-24 02:00:00+00:00,39.19631
2025-05-24 03:00:00+00:00,42.44177
2025-05-24 04:00:00+00:00,41.06842
2025-05-24 05:00:00+00:00,37.50083
2025-05-24 06:00:00+00:00,35.65201
2025-05-24 07:00:00+00:00,31.9837
2025-05-24 08:00:00+00:00,29.38786
2025-05-24 09:00:00+00:00,26.33657
2025-05-24 10:00:00+00:00,26.79253
2025-05-24 11:00:00+00:00,27.03038
2025-05-24 12:00:00+00:00,28.33774
2025-05-24 13:00:00+00:00,24.0336
2025-05-24 14:00:00+00:00,7.90526
2025-05-24 15:00:00+00:00,10.40145
2025-05-24 16:00:00+00:00,10.38508
2025-05-24 17:00:00+00:00,-0.24005
2025-05-24 18:00:00+00:00,-1.58716
2025-05-24 19:00:00+00:00,-3.15218
2025-05-24 20:00:00+00:00,-4.41423
2025-05-24 21:00:00+00:00,-1.64351
2025-05-24 22:00:00+00:00,1.26823
2025-05-24 23:00:00+00:00,7.31485
2025-05-25 00:00:00+00:00,4.70542
2025-05-25 01:00:00+00:00,24.96755
2025-05-25 02:00:00+00:00,30.82645
2025-05-25 03:00:00+00:00,31.79737
2025-05-25 04:00:00+00:00,30.80037
2025-05-25 05:00:00+00:00,28.96547
2025-05-25 06:00:00+00:00,28.64029
2025-05-25 07:00:00+00:00,33.21761
