collection_id,submit_time,end_time,duration_sec,scheduling_class,priority,job_type,terminal_type,num_tasks,avg_cpu_request,avg_mem_request,total_cpu_request,total_mem_request
373174349311,0,,,0,200,service,,1,0.004227161407470703,0.011946678161621094,0.008454322814941406,0.023893356323242188
115060300346,0,,,2,200,service,,1,0.0031919479370117183,0.003547430038452149,0.038303375244140625,0.04256916046142578
45004974895,0,,,2,200,service,,1,0.0081329345703125,0.0073655446370442705,0.0243988037109375,0.022096633911132812
349545855803,0,,,3,450,service,,1,0.00405120849609375,0.00455474853515625,0.00405120849609375,0.00455474853515625
358863429371,0,,,0,200,service,,1,0.0205078125,0.003367900848388672,0.08203125,0.013471603393554688
102944072157,0,,,1,200,service,,2,0.00026416778564453125,0.0005443096160888672,0.00211334228515625,0.0043544769287109375
280908928741,0,,,2,360,service,,1,0.0081024169921875,0.00521087646484375,0.048614501953125,0.0312652587890625
111774060683,0,,,2,360,service,,1,0.014119148254394531,0.005375862121582031,0.056476593017578125,0.021503448486328125
375000597510,0,11155119298,11155.119298,1,200,service,6,1,0.0810546875,0.002964019775390625,0.0810546875,0.002964019775390625
145849276337,0,,,1,200,service,,20,0.008633700284090908,0.004767114465886896,0.18994140625,0.10487651824951172
360229350551,0,,,1,116,batch,,3369,0.0081024169921875,0.001739722031813401,63.93617248535156,13.72814655303955
113767317439,0,,,2,200,service,,1,0.00026416778564453125,0.0005540847778320312,0.0018491744995117188,0.0038785934448242188
372781029775,0,774666126,774.666126,0,200,service,6,3,0.00119781494140625,0.002628326416015625,0.00359344482421875,0.007884979248046875
113812359317,0,,,3,200,service,,2,0.012439928556743423,0.013900756835937498,0.236358642578125,0.2641143798828125
20204289877,0,,,3,200,service,,4,0.008063443501790364,0.001141230265299479,0.24190330505371094,0.034236907958984375
87973915481,0,,,3,200,service,,50,0.0088043212890625,0.00521087646484375,1.7520599365234375,1.0369644165039062
102758699736,0,,,2,200,service,,1,0.0038028717041015624,0.0007406234741210938,0.019014358520507812,0.0037031173706054688
346086311168,0,,,2,200,service,,1,0.002230326334635417,0.002124150594075521,0.02007293701171875,0.019117355346679688
349542824670,0,,,3,450,service,,1,0.0014057159423828125,0.0006513595581054688,0.0014057159423828125,0.0006513595581054688
177404180170,0,,,2,360,service,,1,0.00046253204345703125,0.0054798126220703125,0.001850128173828125,0.02191925048828125
374654791421,0,,,2,200,service,,1,0.00022029876708984375,0.000507354736328125,0.00022029876708984375,0.000507354736328125
373158987875,0,,,1,200,service,,1,0.0003962516784667969,0.001583099365234375,0.0007925033569335938,0.00316619873046875
90293094887,0,,,3,200,service,,3,0.004572193042652026,0.002269744873046875,0.845855712890625,0.4199028015136719
42033101129,0,,,1,200,service,,1,0.0008217493693033855,0.0009295145670572916,0.009860992431640625,0.0111541748046875
127493550861,0,,,2,200,service,,1,0.0810546875,0.05206298828125,0.0810546875,0.05206298828125
334694474691,0,,,3,200,service,,1,0.00769805908203125,0.00254058837890625,0.0461883544921875,0.0152435302734375
107701922919,0,,,1,25,batch,,1,0.00028486943615532907,0.0004251674461035326,0.3298788070678711,0.4923439025878906
218342104555,0,,,2,360,service,,1,0.00405120849609375,0.00650787353515625,0.00405120849609375,0.00650787353515625
330587170473,0,,,2,101,service,,2500,0.022428740894607377,0.019739199479799265,25255.300537109375,22226.812355041504
36886629050,0,,,2,360,service,,3,0.007061640421549479,0.0026564598083496094,0.08473968505859375,0.03187751770019531
296353623493,0,,,1,200,service,,20,0.0081024169921875,0.0008721351623535156,0.307891845703125,0.033141136169433594
374590307025,0,,,1,200,service,,45,0.016951480758524394,0.009423835255275266,7.2552337646484375,4.0334014892578125
374998455950,0,,,3,200,service,,7,0.017608642578125,0.005859375,0.123260498046875,0.041015625
10164050256,0,,,3,450,service,,1,0.0041351318359375,0.00650787353515625,0.0041351318359375,0.00650787353515625
374998467326,0,1253120562,1253.120562,0,119,batch,6,1,0.0084991455078125,0.00365447998046875,0.0084991455078125,0.00365447998046875
359023038714,0,,,2,200,service,,1,0.0039276123046875,0.00319366455078125,0.0196380615234375,0.01596832275390625
319956961496,0,,,2,200,service,,16,0.013643993030894884,0.0059258200905539776,1.5008392333984375,0.6518402099609375
374471448177,0,,,0,0,batch,,4,0.0081024169921875,0.0013027191162109375,37.60331726074219,6.045919418334961
299235452052,0,,,3,200,service,,3,0.0075933933258056615,0.0018340349197387697,0.18224143981933594,0.04401683807373047
12176267160,0,,,3,450,service,,1,0.0014057159423828125,0.0006513595581054688,0.0014057159423828125,0.0006513595581054688
298739645785,0,,,2,200,service,,245,0.002639403633101684,0.0025115792856276425,5.035982131958008,4.792093276977539
374839625010,0,,,2,200,service,,1,0.0081024169921875,0.00521087646484375,0.016204833984375,0.0104217529296875
290948298393,0,,,3,200,service,,1,0.00566864013671875,0.0013027191162109375,0.7255859375,0.166748046875
103582841980,0,,,2,360,service,,1,0.003345489501953125,0.027679443359375,0.003345489501953125,0.027679443359375
374961170605,0,,,2,200,service,,1,0.35205078125,0.04559326171875,0.35205078125,0.04559326171875
50974621923,0,,,1,200,service,,1,0.0051975250244140625,0.0020821094512939453,0.02079010009765625,0.008328437805175781
330745374238,0,,,3,200,service,,1,0.00566864013671875,0.0013027191162109375,0.03968048095703125,0.009119033813476562
100523338338,0,,,1,200,service,,3,0.0011115074157714842,0.0012359619140625,0.026676177978515625,0.0296630859375
22395117526,0,,,3,450,service,,1,0.0,0.017669677734375,0.0,0.017669677734375
198373161699,0,,,3,200,service,,1,0.001689910888671875,0.0008897781372070312,0.038867950439453125,0.02046489715576172
331779170932,0,,,0,200,service,,3,0.00022029876708984375,0.0015894571940104165,0.0039653778076171875,0.0286102294921875
220503350557,0,,,2,360,service,,1,0.0013434092203776042,0.00047715504964192707,0.0040302276611328125,0.0014314651489257812
374956827073,0,7632827019,7632.827019,1,0,batch,5,1,0.03240966796875,0.00521087646484375,0.5185546875,0.0833740234375
374803245878,0,,,2,105,service,,1,0.0081024169921875,0.0104217529296875,0.0081024169921875,0.0104217529296875
128478575435,0,,,2,200,service,,64,0.013214111328125,0.008061221356807818,6.514556884765625,3.97418212890625
218342104587,0,,,2,360,service,,1,0.00131988525390625,0.000736236572265625,0.00131988525390625,0.000736236572265625
57477125615,0,,,2,200,service,,10,0.00032618950153219284,0.0006793614091544317,0.018918991088867188,0.03940296173095703
99498789012,0,,,1,200,service,,20,0.0081024169921875,0.001861572265625,0.1863555908203125,0.042816162109375
68451022808,0,,,1,200,service,,41,0.001475684663169404,0.0009387782496264853,0.3453102111816406,0.21967411041259766
217815377898,0,,,3,200,service,,2,0.0005675867984169408,0.0004108328568307977,0.02156829833984375,0.015611648559570312
361032188312,0,,,3,200,service,,2,0.00852097405327691,0.01059193081325955,0.15337753295898438,0.19065475463867188
373032956129,0,,,0,0,batch,,611,0.002429962158203125,0.0007810592651367188,4.8307647705078125,1.5527458190917969
94590836102,0,,,2,200,service,,1,0.0088043212890625,0.018798828125,0.123260498046875,0.26318359375
222454106680,0,,,1,200,service,,2,0.0016076564788818357,0.0007483959197998047,0.012861251831054688,0.0059871673583984375
10164049908,0,,,3,450,service,,1,0.0,0.003002166748046875,0.0,0.003002166748046875
348711121860,0,,,3,119,service,,2,0.03240966796875,0.015625,1.426025390625,0.6875
39125972952,0,,,0,0,batch,,1,0.00748443603515625,0.00650787353515625,0.00748443603515625,0.00650787353515625
374675879196,0,,,1,119,batch,,7781,0.005920476339116551,0.005682927016525835,130.35704803466797,125.12668704986572
295010159487,0,,,0,200,service,,1,0.003829479217529297,0.0027174949645996094,0.02297687530517578,0.016304969787597656
303717149180,0,,,2,24,service,,2,0.00035807291666666664,0.00029869079589843743,0.00537109375,0.0044803619384765625
100640592939,0,,,2,360,service,,1,0.0004698435465494792,0.008349100748697916,0.0014095306396484375,0.02504730224609375
278516689065,0,,,3,119,service,,1,0.00566864013671875,0.0013027191162109375,0.7199172973632812,0.16544532775878906
9941057115,0,,,3,200,service,,78,0.028493778679960505,0.01020863748365833,5.299842834472656,1.8988065719604492
374807833567,0,,,2,119,service,,1,0.0011138916015625,0.0005960464477539062,0.0011138916015625,0.0005960464477539062
82524693251,0,,,2,200,service,,1,0.0088043212890625,0.0018749237060546875,0.2201080322265625,0.04687309265136719
259585519499,0,,,1,200,service,,3,0.012886524200439453,0.002794027328491211,0.10309219360351562,0.022352218627929688
345638836152,0,,,1,200,service,,1,0.13037109375,0.01593017578125,0.65185546875,0.07965087890625
248801332033,0,,,2,360,service,,1,0.0005943775177001953,0.00055694580078125,0.0023775100708007812,0.002227783203125
281333092778,0,,,3,200,service,,3,0.002201080322265625,0.0006513595581054688,0.019809722900390625,0.005862236022949219
69347069073,0,,,3,360,service,,3,0.0115509033203125,0.003021240234375,0.0924072265625,0.024169921875
81737343652,0,,,2,360,service,,1,0.00405120849609375,0.030120849609375,0.00405120849609375,0.030120849609375
350887195596,0,,,1,200,service,,82,0.016106906303992634,0.004226248080913837,4.187795639038086,1.0988245010375977
374937411670,0,,,0,200,service,,30,0.0004405975341796875,0.0014873012419669858,0.013658523559570312,0.04610633850097656
280729915381,0,,,2,360,service,,1,0.0081024169921875,0.0104217529296875,0.016204833984375,0.020843505859375
374937412017,0,,,2,200,service,,10,0.008636474609375,0.0049285888671875,0.08636474609375,0.049285888671875
373589359020,0,,,1,200,service,,200,0.009175349714418333,0.006760097880220209,2.1378564834594727,1.5751028060913086
373516215229,0,206795648085,206795.648085,3,119,service,6,1,0.00566864013671875,0.001796722412109375,0.0113372802734375,0.00359344482421875
294800605645,0,,,2,200,service,,20,0.0018621352781732397,0.0043536151748105704,0.1545572280883789,0.36135005950927734
330587290520,0,,,2,360,service,,2500,0.022336606209053048,0.0013027191162109375,25240.320343017578,1472.069995880127
49340,0,,,2,360,service,,1,0.008060932159423828,0.009041786193847656,0.06448745727539062,0.07233428955078125
225921992356,0,,,2,24,service,,2,0.003446306501116071,0.0018413407461983816,0.048248291015625,0.025778770446777344
259837770232,0,,,2,200,service,,2,0.004050555629202936,0.0052122287913886995,135.96905136108398,174.96409606933594
